list-i-m,8,1,1,24,243163,10131
list-d-m,8,1,1,24,297374,12390
list-il-m,8,1,1,24,277870,11577
list-dl-m,8,1,1,24,244572,10190
list-i-s,8,1,1,24,293168,12215
list-d-s,8,1,1,24,1485480,61895
list-il-s,8,1,1,24,266803,11116
list-dl-s,8,1,1,24,264744,11031
list-i-none,8,2,1,48,276918,5769
list-d-none,8,2,1,48,248331,5173
list-il-none,8,2,1,48,271781,5662
list-dl-none,8,2,1,48,229019,4771
list-i-m,8,2,1,48,290137,6044
list-d-m,8,2,1,48,276335,5756
list-il-m,8,2,1,48,254935,5311
list-dl-m,8,2,1,48,270987,5645
list-i-s,8,2,1,48,294251,6130
list-d-s,8,2,1,48,266502,5552
list-il-s,8,2,1,48,285513,5948
list-dl-s,8,2,1,48,259424,5404
list-d-none,8,4,1,96,236323,2461
list-dl-none,8,4,1,96,257754,2684
list-i-m,8,4,1,96,262323,2732
list-d-m,8,4,1,96,299501,3119
list-il-m,8,4,1,96,250967,2614
list-dl-m,8,4,1,96,350170,3647
list-i-s,8,4,1,96,278644,2902
list-d-s,8,4,1,96,252802,2633
list-il-s,8,4,1,96,277685,2892
list-dl-s,8,4,1,96,239013,2489
list-i-m,8,8,1,192,313191,1631
list-d-m,8,8,1,192,1422015,7406
list-il-m,8,8,1,192,1427385,7434
list-dl-m,8,8,1,192,861867,4488
list-i-s,8,8,1,192,260885,1358
list-d-s,8,8,1,192,271919,1416
list-il-s,8,8,1,192,1066616,5555
list-dl-s,8,8,1,192,565660,2946
list-i-m,8,16,1,384,664203,1729
list-d-m,8,16,1,384,569512,1483
list-il-m,8,16,1,384,2742539,7142
list-dl-m,8,16,1,384,2115302,5508
list-i-s,8,16,1,384,516477,1344
list-d-s,8,16,1,384,417972,1088
list-il-s,8,16,1,384,2130750,5548
list-dl-s,8,16,1,384,2269256,5909
list-i-m,8,32,1,768,1347209,1754
list-d-m,8,32,1,768,1328646,1730
list-il-m,8,32,1,768,9779528,12733
list-dl-m,8,32,1,768,9816056,12781
list-i-s,8,32,1,768,863228,1123
list-d-s,8,32,1,768,944432,1229
list-il-s,8,32,1,768,6715093,8743
list-dl-s,8,32,1,768,7284613,9485
